"market","ticker","date","time","trade_price","number_of_trades","trade_money","trade_volume","direction","buy1_price","buy2_price","buy3_price","buy4_price","buy5_price","sell1_price","sell2_price","sell3_price","sell4_price","sell5_price","buy1_quantity","buy2_quantity","buy3_quantity","buy4_quantity","buy5_quantity","sell1_quantity","sell2_quantity","sell3_quantity","sell4_quantity","sell5_quantity"
"sz",1,20141010,93139,10.16,3,42651,42,"B",10.15,10.14,10.13,10.12,10.11,10.16,10.17,10.18,10.19,10.2,758,2052,1724,2811,2336,1936,323,945,1831,1257
"sz",1,20141010,93142,10.15,6,73125,72,"S",10.15,10.14,10.13,10.12,10.11,10.16,10.17,10.18,10.19,10.2,741,2162,1724,2766,2336,1812,323,945,1831,1257
"sz",1,20141010,93145,10.15,3,30460,30,"S",10.15,10.14,10.13,10.12,10.11,10.16,10.17,10.18,10.19,10.2,726,2182,1724,2766,2336,1802,323,947,1831,1257
"sz",1,20141010,93148,10.16,2,12192,12,"B",10.15,10.14,10.13,10.12,10.11,10.16,10.17,10.18,10.19,10.2,773,2235,1740,2766,2336,1787,323,947,1831,1257
"sz",1,20141010,93151,10.15,1,5075,5,"S",10.15,10.14,10.13,10.12,10.11,10.16,10.17,10.18,10.19,10.2,818,2265,1760,2766,2336,1787,317,947,1831,1257
"sz",1,20141010,93154,10.16,7,131424,129,"B",10.15,10.14,10.13,10.12,10.11,10.16,10.17,10.18,10.19,10.2,757,2335,1768,2776,2346,1785,317,972,1831,1226
"sz",1,20141010,93157,10.16,1,5080,5,"B",10.15,10.14,10.13,10.12,10.11,10.16,10.17,10.18,10.19,10.2,794,2352,1768,2786,2366,1783,310,972,1840,1226
"sz",1,20141010,93200,10.15,7,26390,26,"S",10.15,10.14,10.13,10.12,10.11,10.16,10.17,10.18,10.19,10.2,829,2470,1758,2786,2366,1715,310,972,1840,1226
"sz",1,20141010,93203,10.16,13,263143,259,"B",10.15,10.14,10.13,10.12,10.11,10.16,10.17,10.18,10.19,10.2,836,2470,1788,2786,2366,1497,310,972,1840,1226
"sz",1,20141010,93206,10.15,3,84245,83,"S",10.15,10.14,10.13,10.12,10.11,10.16,10.17,10.18,10.19,10.2,827,2520,1768,2796,2366,1497,310,952,1840,1241
"sz",1,20141010,93209,10.16,3,106020,104,"B",10.15,10.14,10.13,10.12,10.11,10.16,10.17,10.18,10.19,10.2,864,2595,1808,2796,2223,1395,310,952,1840,1241
"sz",1,20141010,93212,10.15,5,89942,89,"S",10.15,10.14,10.13,10.12,10.11,10.16,10.17,10.18,10.19,10.2,987,2610,1808,2796,2223,1382,310,958,1840,1241
"sz",1,20141010,93215,10.15,58,1166164,1149,"S",10.14,10.13,10.12,10.11,10.1,10.15,10.16,10.17,10.18,10.19,2610,1808,2796,2223,7262,840,1382,310,958,1840
"sz",1,20141010,93218,10.15,7,138040,136,"B",10.14,10.13,10.12,10.11,10.1,10.15,10.16,10.17,10.18,10.19,2622,1818,2796,2223,7262,704,1382,310,958,1840
"sz",1,20141010,93221,10.15,1,30450,30,"B",10.14,10.13,10.12,10.11,10.1,10.15,10.16,10.17,10.18,10.19,2622,1818,2746,2223,7262,674,1382,310,970,1840
"sz",1,20141010,93224,10.15,4,158340,156,"B",10.14,10.13,10.12,10.11,10.1,10.15,10.16,10.17,10.18,10.19,2672,2343,2746,2233,7262,783,1385,310,970,1840
"sz",1,20141010,93227,10.15,6,826281,814,"B",10.15,10.14,10.13,10.12,10.11,10.16,10.17,10.18,10.19,10.2,531,2792,2357,2736,2233,1385,310,970,1840,1231
"sz",1,20141010,93230,10.16,3,71119,70,"B",10.15,10.14,10.13,10.12,10.11,10.16,10.17,10.18,10.19,10.2,530,2798,2357,2736,2233,1316,310,970,1840,1231
"sz",1,20141010,93233,10.15,3,360325,355,"S",10.15,10.14,10.13,10.12,10.11,10.16,10.17,10.18,10.19,10.2,245,2809,2357,2736,2243,1316,310,970,1840,1243
"sz",1,20141010,93236,10.15,13,308489,304,"S",10.14,10.13,10.12,10.11,10.1,10.15,10.16,10.17,10.18,10.19,2819,2357,2736,2243,7312,510,1316,310,970,1840
"sz",1,20141010,93239,10.15,2,71050,70,"B",10.14,10.13,10.12,10.11,10.1,10.15,10.16,10.17,10.18,10.19,2913,2357,2736,2243,7322,457,1316,310,970,1840
"sz",1,20141010,93242,10.15,13,555257,547,"B",10.15,10.14,10.13,10.12,10.11,10.16,10.17,10.18,10.19,10.2,595,2913,2357,2736,2243,1264,310,970,1840,1243
"sz",1,20141010,93245,10.15,5,57855,57,"S",10.15,10.14,10.13,10.12,10.11,10.16,10.17,10.18,10.19,10.2,565,2914,2457,2736,2254,1264,310,970,1840,1194
"sz",1,20141010,93247,10.16,3,21319,21,"B",10.15,10.14,10.13,10.12,10.11,10.16,10.17,10.18,10.19,10.2,892,2919,2457,2726,2304,1238,310,970,1840,1194
"sz",1,20141010,93251,10.15,5,92390,91,"S",10.15,10.14,10.13,10.12,10.11,10.16,10.17,10.18,10.19,10.2,830,2961,2457,2726,2347,1213,310,1396,1840,1194
"sz",1,20141010,93254,10.15,5,287245,283,"S",10.15,10.14,10.13,10.12,10.11,10.16,10.17,10.18,10.19,10.2,560,3091,2436,2726,2347,1214,334,1396,1679,1194
"sz",1,20141010,93257,10.15,3,112665,111,"S",10.15,10.14,10.13,10.12,10.11,10.16,10.17,10.18,10.19,10.2,619,3091,2436,2726,2437,1214,334,1396,1679,1194
"sz",1,20141010,93300,10.14,29,1004843,990,"S",10.14,10.13,10.12,10.11,10.1,10.15,10.16,10.17,10.18,10.19,3179,2436,2726,2048,7957,64,1213,333,1396,1679
"sz",1,20141010,93303,10.15,10,307776,303,"B",10.15,10.14,10.13,10.12,10.11,10.16,10.17,10.18,10.19,10.2,83,3176,2436,2726,2058,979,333,1396,1679,1194
"sz",1,20141010,93306,10.16,112,3049222,3007,"B",10.15,10.14,10.13,10.12,10.11,10.16,10.17,10.18,10.19,10.2,5,338,2436,2726,2146,974,333,1396,1679,1194
"sz",1,20141010,93309,10.15,8,14210,14,"S",10.15,10.14,10.13,10.12,10.11,10.16,10.17,10.18,10.19,10.2,98,388,2432,2726,2146,973,333,1396,1679,1194
"sz",1,20141010,93312,10.14,14,166458,164,"S",10.14,10.13,10.12,10.11,10.1,10.15,10.16,10.17,10.18,10.19,396,2432,2726,2161,7973,194,973,360,1396,1679
"sz",1,20141010,93315,10.15,7,119768,118,"B",10.14,10.13,10.12,10.11,10.1,10.15,10.16,10.17,10.18,10.19,394,2443,2739,2161,7973,78,1134,361,1397,1679
"sz",1,20141010,93318,10.15,8,97440,96,"B",10.15,10.14,10.13,10.12,10.11,10.16,10.17,10.18,10.19,10.2,873,394,2449,2739,2161,1134,361,1391,1679,1194
"sz",1,20141010,93321,10.15,3,3044,3,"S",10.15,10.14,10.13,10.12,10.11,10.16,10.17,10.18,10.19,10.2,870,414,2449,2739,2161,1135,360,1391,1679,1194
"sz",1,20141010,93324,10.15,6,24370,24,"S",10.15,10.14,10.13,10.12,10.11,10.16,10.17,10.18,10.19,10.2,866,438,2449,2739,2161,1234,360,1391,1669,1189
"sz",1,20141010,93327,10.15,6,236090,233,"S",10.15,10.14,10.13,10.12,10.11,10.16,10.17,10.18,10.19,10.2,635,474,2449,2739,2166,1220,360,1391,1686,1194
"sz",1,20141010,93330,10.15,6,189804,187,"S",10.15,10.14,10.13,10.12,10.11,10.16,10.17,10.18,10.19,10.2,514,504,2451,2739,2176,1240,360,1391,1686,1194
"sz",1,20141010,93333,10.14,15,1034690,1019,"S",10.14,10.13,10.12,10.11,10.1,10.15,10.16,10.17,10.18,10.19,591,2451,2739,2210,8078,1656,1240,360,1391,1682
"sz",1,20141010,93336,10.14,6,16234,16,"S",10.14,10.13,10.12,10.11,10.1,10.15,10.16,10.17,10.18,10.19,1071,2508,2767,2210,8083,1777,1240,360,1391,1682
"sz",1,20141010,93339,10.14,6,562308,554,"S",10.14,10.13,10.12,10.11,10.1,10.15,10.16,10.17,10.18,10.19,1337,2529,2772,2260,8086,2228,1239,360,1391,1682
"sz",1,20141010,93342,10.14,6,8116,8,"S",10.14,10.13,10.12,10.11,10.1,10.15,10.16,10.17,10.18,10.19,1433,2496,2774,2260,8086,2254,1240,360,1391,1682
"sz",1,20141010,93345,10.14,6,52748,52,"S",10.14,10.13,10.12,10.11,10.1,10.15,10.16,10.17,10.18,10.19,1542,2496,2784,2279,8386,2264,1240,360,1391,1682
"sz",1,20141010,93348,10.15,9,68974,68,"B",10.14,10.13,10.12,10.11,10.1,10.15,10.16,10.17,10.18,10.19,1540,2496,2784,2279,8386,2263,1240,360,1321,1682
"sz",1,20141010,93351,10.14,2,2028,2,"S",10.14,10.13,10.12,10.11,10.1,10.15,10.16,10.17,10.18,10.19,1648,2496,2784,2284,8406,2269,1215,360,1321,1682
"sz",1,20141010,93354,10.14,8,269834,266,"S",10.14,10.13,10.12,10.11,10.1,10.15,10.16,10.17,10.18,10.19,1528,2496,2851,2284,8403,2231,1215,360,1321,1682
"sz",1,20141010,93357,10.14,3,3042,3,"S",10.14,10.13,10.12,10.11,10.1,10.15,10.16,10.17,10.18,10.19,1564,2496,2856,2304,8423,2413,1215,364,1321,1682
"sz",1,20141010,93400,10.14,9,148184,146,"S",10.14,10.13,10.12,10.11,10.1,10.15,10.16,10.17,10.18,10.19,2077,2506,2851,2331,8433,2273,1215,364,1194,1682
"sz",1,20141010,93403,10.14,10,344034,339,"S",10.14,10.13,10.12,10.11,10.1,10.15,10.16,10.17,10.18,10.19,2117,2506,2851,2343,8439,1995,1215,364,1194,1682
"sz",1,20141010,93406,10.15,14,147044,145,"B",10.14,10.13,10.12,10.11,10.1,10.15,10.16,10.17,10.18,10.19,1987,2506,2851,2343,8442,2073,1215,364,1194,1682
"sz",1,20141010,93409,10.14,11,53760,53,"S",10.14,10.13,10.12,10.11,10.1,10.15,10.16,10.17,10.18,10.19,2004,2526,5856,2358,8442,2073,1215,364,1194,1682
"sz",1,20141010,93412,10.14,56,1950942,1924,"S",10.14,10.13,10.12,10.11,10.1,10.15,10.16,10.17,10.18,10.19,106,2739,5885,2381,8442,2065,1216,364,1194,1682
"sz",1,20141010,93415,10.14,10,43602,43,"S",10.14,10.13,10.12,10.11,10.1,10.15,10.16,10.17,10.18,10.19,78,2799,5935,2386,8442,2074,1215,364,1194,1682
"sz",1,20141010,93418,10.15,4,33492,33,"B",10.14,10.13,10.12,10.11,10.1,10.15,10.16,10.17,10.18,10.19,76,2846,5935,2456,8441,2045,1215,364,1194,1682
"sz",1,20141010,93421,10.14,7,43606,43,"S",10.14,10.13,10.12,10.11,10.1,10.15,10.16,10.17,10.18,10.19,53,2880,5943,2456,8441,2040,1215,364,1194,1682
"sz",1,20141010,93424,10.14,8,135894,134,"S",10.14,10.13,10.12,10.11,10.1,10.15,10.16,10.17,10.18,10.19,253,3090,5963,2456,8441,1930,1215,364,1194,1682
"sz",1,20141010,93427,10.14,6,202992,200,"S",10.14,10.13,10.12,10.11,10.1,10.15,10.16,10.17,10.18,10.19,258,3100,5963,2456,8498,1751,1215,364,768,1682
"sz",1,20141010,93430,10.15,3,94394,93,"B",10.14,10.13,10.12,10.11,10.1,10.15,10.16,10.17,10.18,10.19,348,3110,5963,2489,8498,1697,1054,328,768,1682
"sz",1,20141010,93433,10.14,2,9126,9,"S",10.14,10.13,10.12,10.11,10.1,10.15,10.16,10.17,10.18,10.19,346,3360,6463,2489,8528,1697,1054,328,768,1682
"sz",1,20141010,93436,10.14,24,491840,485,"S",10.14,10.13,10.12,10.11,10.1,10.15,10.16,10.17,10.18,10.19,15,3360,6463,2489,8528,1648,1054,328,768,1682
"sz",1,20141010,93439,10.14,4,49766,49,"S",10.13,10.12,10.11,10.1,10.09,10.14,10.15,10.16,10.17,10.18,3360,6463,2506,8605,610,7,1678,1054,328,768
"sz",1,20141010,93442,10.14,8,153034,151,"B",10.14,10.13,10.12,10.11,10.1,10.15,10.16,10.17,10.18,10.19,191,3380,6463,2507,8595,1678,1054,328,768,1682
"sz",1,20141010,93445,10.14,17,315424,311,"S",10.13,10.12,10.11,10.1,10.09,10.14,10.15,10.16,10.17,10.18,3377,6463,2534,8595,610,543,1693,1054,328,768
"sz",1,20141010,93448,10.14,6,135866,134,"B",10.13,10.12,10.11,10.1,10.09,10.14,10.15,10.16,10.17,10.18,5985,6463,2539,8595,610,599,1693,1054,328,768
"sz",1,20141010,93451,10.14,6,37502,37,"B",10.13,10.12,10.11,10.1,10.09,10.14,10.15,10.16,10.17,10.18,5980,6463,2539,9100,610,749,1671,1054,328,768
"sz",1,20141010,93454,10.13,8,80104,79,"S",10.13,10.12,10.11,10.1,10.09,10.14,10.15,10.16,10.17,10.18,6028,6483,2539,9204,620,738,1661,1054,258,768
"sz",1,20141010,93457,10.14,22,197598,195,"B",10.13,10.12,10.11,10.1,10.09,10.14,10.15,10.16,10.17,10.18,5939,6483,2601,8810,620,696,1661,1054,258,768
"sz",1,20141010,93500,10.14,23,815864,805,"B",10.14,10.13,10.12,10.11,10.1,10.15,10.16,10.17,10.18,10.19,42,5954,6493,2634,8785,1651,1054,258,768,1692
"sz",1,20141010,93503,10.13,32,838424,827,"S",10.14,10.13,10.12,10.11,10.1,10.15,10.16,10.17,10.18,10.19,56,5546,6493,2654,8785,1351,1054,235,768,1692
"sz",1,20141010,93506,10.13,11,131754,130,"S",10.14,10.13,10.12,10.11,10.1,10.15,10.16,10.17,10.18,10.19,118,5491,6513,2849,8788,1351,1054,235,768,1692
"sz",1,20141010,93509,10.14,3,11762,11,"S",10.14,10.13,10.12,10.11,10.1,10.15,10.16,10.17,10.18,10.19,190,5516,6513,2859,8813,1351,1054,235,768,1692
"sz",1,20141010,93512,10.14,4,47658,47,"S",10.14,10.13,10.12,10.11,10.1,10.15,10.16,10.17,10.18,10.19,621,5538,6513,2926,8814,1351,1054,235,791,1692
"sz",1,20141010,93515,10.15,3,13184,13,"B",10.14,10.13,10.12,10.11,10.1,10.15,10.16,10.17,10.18,10.19,839,5545,6513,2933,8859,1348,1059,235,791,1692
"sz",1,20141010,93518,10.14,13,185582,183,"S",10.14,10.13,10.12,10.11,10.1,10.15,10.16,10.17,10.18,10.19,984,5637,6523,2945,8863,1329,1059,235,811,1692
"sz",1,20141010,93521,10.14,8,95356,94,"S",10.14,10.13,10.12,10.11,10.1,10.15,10.16,10.17,10.18,10.19,1523,5676,6538,2950,8932,1289,1059,235,811,1692
"sz",1,20141010,93524,10.15,3,4060,4,"B",10.14,10.13,10.12,10.11,10.1,10.15,10.16,10.17,10.18,10.19,1601,5687,6551,2964,8937,1355,1059,235,930,1692
"sz",1,20141010,93527,10.14,2,90256,89,"S",10.14,10.13,10.12,10.11,10.1,10.15,10.16,10.17,10.18,10.19,1609,5750,6551,2974,8937,1345,1059,235,930,1692
"sz",1,20141010,93530,10.15,2,6090,6,"B",10.14,10.13,10.12,10.11,10.1,10.15,10.16,10.17,10.18,10.19,1955,5948,6551,2974,8927,1339,1059,232,880,1692
"sz",1,20141010,93533,10.14,9,169376,167,"S",10.14,10.13,10.12,10.11,10.1,10.15,10.16,10.17,10.18,10.19,2104,5951,6561,2954,8947,1331,1059,232,880,1692
"sz",1,20141010,93536,10.15,1,1014,1,"B",10.14,10.13,10.12,10.11,10.1,10.15,10.16,10.17,10.18,10.19,2136,5993,6581,2959,8968,1330,1059,232,880,1692
"sz",1,20141010,93538,10.15,2,11166,11,"B",10.14,10.13,10.12,10.11,10.1,10.15,10.16,10.17,10.18,10.19,2176,6103,6581,3029,8985,1319,1059,232,880,1692
"sz",1,20141010,93542,10.15,8,230686,227,"B",10.14,10.13,10.12,10.11,10.1,10.15,10.16,10.17,10.18,10.19,2312,6108,6663,3024,8985,1103,1059,232,880,1692
"sz",1,20141010,93545,10.15,3,92366,91,"B",10.14,10.13,10.12,10.11,10.1,10.15,10.16,10.17,10.18,10.19,2475,9223,6693,3024,8985,1042,1061,232,993,1692
"sz",1,20141010,93548,10.15,2,208074,205,"B",10.14,10.13,10.12,10.11,10.1,10.15,10.16,10.17,10.18,10.19,2688,9243,6693,3066,8985,862,1061,232,993,1692
"sz",1,20141010,93551,10.15,11,221260,218,"B",10.14,10.13,10.12,10.11,10.1,10.15,10.16,10.17,10.18,10.19,2832,9276,6718,3066,9679,664,1061,242,993,1692
"sz",1,20141010,93554,10.15,10,259832,256,"B",10.14,10.13,10.12,10.11,10.1,10.15,10.16,10.17,10.18,10.19,3135,9256,6733,3074,9679,416,1061,288,993,1692
"sz",1,20141010,93557,10.14,41,1638738,1616,"S",10.14,10.13,10.12,10.11,10.1,10.15,10.16,10.17,10.18,10.19,1643,9324,6748,3153,9679,389,1061,288,993,1692
"sz",1,20141010,93600,10.14,28,490196,483,"S",10.14,10.13,10.12,10.11,10.1,10.15,10.16,10.17,10.18,10.19,1714,9329,6748,3153,9711,70,1061,288,993,1692
"sz",1,20141010,93603,10.16,7,454996,448,"B",10.14,10.13,10.12,10.11,10.1,10.16,10.17,10.18,10.19,10.2,1754,9334,6748,3278,9711,783,288,993,1692,1285
"sz",1,20141010,93606,10.15,4,36540,36,"S",10.15,10.14,10.13,10.12,10.11,10.16,10.17,10.18,10.19,10.2,91,1989,9353,6748,3278,783,288,993,1711,1285
"sz",1,20141010,93609,10.15,2,2032,2,"S",10.15,10.14,10.13,10.12,10.11,10.16,10.17,10.18,10.19,10.2,465,2020,9478,6749,3278,783,288,993,1692,1309
"sz",1,20141010,93612,10.16,3,13196,13,"B",10.15,10.14,10.13,10.12,10.11,10.16,10.17,10.18,10.19,10.2,560,2349,9493,6749,3232,782,261,993,1692,1309
"sz",1,20141010,93615,10.15,2,7104,7,"S",10.15,10.14,10.13,10.12,10.11,10.16,10.17,10.18,10.19,10.2,1223,2356,9497,6749,3163,782,261,993,1692,1309
"sz",1,20141010,93618,10.16,2,45720,45,"B",10.15,10.14,10.13,10.12,10.11,10.16,10.17,10.18,10.19,10.2,1239,2408,9497,6749,3163,737,261,993,1692,1309
"sz",1,20141010,93621,10.15,28,1285040,1267,"S",10.15,10.14,10.13,10.12,10.11,10.16,10.17,10.18,10.19,10.2,371,2425,9593,6758,3163,737,261,993,1692,1257
"sz",1,20141010,93624,10.15,3,40600,40,"S",10.15,10.14,10.13,10.12,10.11,10.16,10.17,10.18,10.19,10.2,455,2653,9593,6838,3203,737,261,993,1692,1257
"sz",1,20141010,93627,10.16,1,50800,50,"B",10.15,10.14,10.13,10.12,10.11,10.16,10.17,10.18,10.19,10.2,640,2765,9613,6838,3223,687,261,993,1692,1257
"sz",1,20141010,93630,10.15,8,526268,518,"S",10.15,10.14,10.13,10.12,10.11,10.16,10.17,10.18,10.19,10.2,694,3300,9854,6838,3223,188,261,993,1692,1257
"sz",1,20141010,93633,10.16,1,4064,4,"B",10.15,10.14,10.13,10.12,10.11,10.16,10.17,10.18,10.19,10.2,857,3340,9864,6838,3223,188,261,1023,1692,1257
"sz",1,20141010,93636,10.16,12,191680,188,"B",10.16,10.15,10.14,10.13,10.12,10.17,10.18,10.19,10.2,10.21,40,880,3352,9898,6838,261,1023,1692,1257,2204
"sz",1,20141010,93639,10.16,4,74168,73,"S",10.16,10.15,10.14,10.13,10.12,10.17,10.18,10.19,10.2,10.21,82,1090,3408,9903,6849,261,1030,1692,1257,2204
"sz",1,20141010,93642,10.15,11,120896,119,"S",10.15,10.14,10.13,10.12,10.11,10.16,10.17,10.18,10.19,10.2,1141,3469,9948,6909,3234,74,307,1030,1692,1257
"sz",1,20141010,93645,10.15,5,31484,31,"S",10.15,10.14,10.13,10.12,10.11,10.16,10.17,10.18,10.19,10.2,1155,3469,9913,6934,3234,124,326,1030,1692,1257
"sz",1,20141010,93648,10.16,1,1016,1,"B",10.15,10.14,10.13,10.12,10.11,10.16,10.17,10.18,10.19,10.2,1212,3509,9913,6954,3234,123,326,1171,1692,1354
"sz",1,20141010,93651,10.16,6,188900,186,"B",10.15,10.14,10.13,10.12,10.11,10.16,10.17,10.18,10.19,10.2,1448,3574,9913,6954,3239,11,326,1171,1692,1359
"sz",1,20141010,93654,10.15,2,40600,40,"S",10.15,10.14,10.13,10.12,10.11,10.16,10.17,10.18,10.19,10.2,1509,3550,9923,6965,3256,121,326,1171,1692,1359
"sz",1,20141010,93657,10.16,19,482284,475,"B",10.16,10.15,10.14,10.13,10.12,10.17,10.18,10.19,10.2,10.21,132,1318,3618,9953,6995,326,1171,1692,1359,2214
"sz",1,20141010,93700,10.15,6,207256,204,"S",10.15,10.14,10.13,10.12,10.11,10.16,10.17,10.18,10.19,10.2,1306,3692,9953,6995,3261,2,436,1208,1692,1359
"sz",1,20141010,93703,10.17,13,253228,249,"B",10.16,10.15,10.14,10.13,10.12,10.17,10.18,10.19,10.2,10.21,78,1424,3654,10122,6995,211,1218,1692,1359,2214
"sz",1,20141010,93706,10.16,4,75184,74,"S",10.16,10.15,10.14,10.13,10.12,10.17,10.18,10.19,10.2,10.21,6,1429,3760,10210,6995,211,1218,1692,1359,2214
"sz",1,20141010,93709,10.16,3,75184,74,"S",10.16,10.15,10.14,10.13,10.12,10.17,10.18,10.19,10.2,10.21,64,1491,3850,10210,7006,211,1218,1692,1366,2214
"sz",1,20141010,93712,10.17,7,132100,130,"B",10.16,10.15,10.14,10.13,10.12,10.17,10.18,10.19,10.2,10.21,40,1520,3845,10210,7006,210,1218,1692,1366,2214
"sz",1,20141010,93715,10.16,8,71120,70,"S",10.16,10.15,10.14,10.13,10.12,10.17,10.18,10.19,10.2,10.21,30,1720,3861,10210,7006,209,1218,1692,1366,2214
