"market","ticker","date","time","trade_price","number_of_trades","trade_money","trade_volume","direction","buy1_price","buy2_price","buy3_price","buy4_price","buy5_price","sell1_price","sell2_price","sell3_price","sell4_price","sell5_price","buy1_quantity","buy2_quantity","buy3_quantity","buy4_quantity","buy5_quantity","sell1_quantity","sell2_quantity","sell3_quantity","sell4_quantity","sell5_quantity"
"sz",1,20141016,93121,10.08,9,290330,288,"S",10.08,10.07,10.06,10.05,10.04,10.09,10.1,10.11,10.12,10.13,1063,3186,2354,5568,1221,1086,3720,3232,1626,1330
"sz",1,20141016,93124,10.09,8,268394,266,"B",10.08,10.07,10.06,10.05,10.04,10.09,10.1,10.11,10.12,10.13,1093,3236,2354,5618,1221,840,3660,3232,1626,1330
"sz",1,20141016,93127,10.09,6,35314,35,"B",10.08,10.07,10.06,10.05,10.04,10.09,10.1,10.11,10.12,10.13,1108,3291,2354,5618,1221,885,3644,3212,1626,1330
"sz",1,20141016,93129,10.09,9,33287,33,"B",10.08,10.07,10.06,10.05,10.04,10.09,10.1,10.11,10.12,10.13,1168,3291,2354,5628,1221,912,3644,3212,1626,1330
"sz",1,20141016,93133,10.08,5,235054,233,"S",10.08,10.07,10.06,10.05,10.04,10.09,10.1,10.11,10.12,10.13,1125,3390,2366,5633,1241,741,3644,2912,1626,1330
"sz",1,20141016,93136,10.08,4,95760,95,"S",10.08,10.07,10.06,10.05,10.04,10.09,10.1,10.11,10.12,10.13,1004,3890,2366,5633,1241,848,3584,2903,1623,1330
"sz",1,20141016,93138,10.08,2,9072,9,"S",10.08,10.07,10.06,10.05,10.04,10.09,10.1,10.11,10.12,10.13,1065,3885,2401,5633,1241,848,3584,2903,1623,1330
"sz",1,20141016,93142,10.09,5,18965,19,"B",10.08,10.07,10.06,10.05,10.04,10.09,10.1,10.11,10.12,10.13,1081,3885,2401,5633,1241,903,3584,2903,1623,1330
"sz",1,20141016,93145,10.09,3,17143,17,"B",10.08,10.07,10.06,10.05,10.04,10.09,10.1,10.11,10.12,10.13,1088,3885,2401,5653,1241,1219,3571,2903,1623,1330
"sz",1,20141016,93148,10.08,1,1008,1,"S",10.08,10.07,10.06,10.05,10.04,10.09,10.1,10.11,10.12,10.13,1096,3885,2411,5673,1256,1169,3680,2903,1623,1330
"sz",1,20141016,93151,10.08,22,707706,702,"S",10.08,10.07,10.06,10.05,10.04,10.09,10.1,10.11,10.12,10.13,639,3985,2431,5673,1256,1088,3680,2843,1623,1330
"sz",1,20141016,93154,10.08,6,113027,112,"S",10.08,10.07,10.06,10.05,10.04,10.09,10.1,10.11,10.12,10.13,527,3985,2431,5673,1306,1109,3680,2843,1623,1330
"sz",1,20141016,93157,10.08,8,71604,71,"S",10.08,10.07,10.06,10.05,10.04,10.09,10.1,10.11,10.12,10.13,500,3985,2431,5673,1306,975,3681,2836,1623,1330
"sz",1,20141016,93200,10.08,6,62501,62,"S",10.08,10.07,10.06,10.05,10.04,10.09,10.1,10.11,10.12,10.13,483,3985,2431,5673,1306,970,3746,2836,1623,1330
"sz",1,20141016,93202,10.08,8,69560,69,"S",10.08,10.07,10.06,10.05,10.04,10.09,10.1,10.11,10.12,10.13,422,3985,2431,5673,1306,962,3746,2836,1623,1310
"sz",1,20141016,93206,10.09,15,172378,171,"B",10.08,10.07,10.06,10.05,10.04,10.09,10.1,10.11,10.12,10.13,412,3950,2441,5673,1306,1042,3647,2836,1623,1310
"sz",1,20141016,93209,10.08,7,34281,34,"S",10.08,10.07,10.06,10.05,10.04,10.09,10.1,10.11,10.12,10.13,507,3950,2442,5683,1306,1209,3601,2836,1623,1310
"sz",1,20141016,93212,10.09,10,26228,26,"B",10.08,10.07,10.06,10.05,10.04,10.09,10.1,10.11,10.12,10.13,501,3950,2344,5693,1345,1189,3602,2836,1623,1310
"sz",1,20141016,93215,10.09,12,230051,228,"B",10.08,10.07,10.06,10.05,10.04,10.09,10.1,10.11,10.12,10.13,1880,3960,2344,5693,1345,967,3602,2836,1617,1310
"sz",1,20141016,93218,10.08,20,230862,229,"S",10.08,10.07,10.06,10.05,10.04,10.09,10.1,10.11,10.12,10.13,1901,4360,2344,5793,1445,987,3242,2836,1617,1310
"sz",1,20141016,93221,10.09,3,26213,26,"B",10.08,10.07,10.06,10.05,10.04,10.09,10.1,10.11,10.12,10.13,2043,4360,2344,5793,1445,1088,3242,2836,1617,1310
"sz",1,20141016,93224,10.09,9,222788,221,"B",10.08,10.07,10.06,10.05,10.04,10.09,10.1,10.11,10.12,10.13,1979,4360,2344,5803,1445,1118,3261,2836,1617,1310
"sz",1,20141016,93227,10.08,10,640177,635,"S",10.08,10.07,10.06,10.05,10.04,10.09,10.1,10.11,10.12,10.13,1444,4434,2329,5803,1447,1021,3271,2836,1617,1310
"sz",1,20141016,93230,10.08,10,964794,957,"S",10.08,10.07,10.06,10.05,10.04,10.09,10.1,10.11,10.12,10.13,516,4434,2329,5799,1457,1015,3271,2836,1617,1230
"sz",1,20141016,93233,10.08,5,152224,151,"S",10.08,10.07,10.06,10.05,10.04,10.09,10.1,10.11,10.12,10.13,431,4434,2364,5799,1457,1254,3077,2836,1617,1230
"sz",1,20141016,93236,10.08,1,4032,4,"S",10.08,10.07,10.06,10.05,10.04,10.09,10.1,10.11,10.12,10.13,596,4434,2364,5799,1477,1254,3027,2836,1839,1230
"sz",1,20141016,93239,10.08,9,142128,141,"S",10.08,10.07,10.06,10.05,10.04,10.09,10.1,10.11,10.12,10.13,505,4434,2364,5801,1477,1254,3027,2836,1839,1230
"sz",1,20141016,93242,10.09,5,13516,13,"B",10.08,10.07,10.06,10.05,10.04,10.09,10.1,10.11,10.12,10.13,708,4434,2364,5815,1477,1245,3027,2836,1839,1230
"sz",1,20141016,93245,10.08,18,255053,253,"S",10.08,10.07,10.06,10.05,10.04,10.09,10.1,10.11,10.12,10.13,524,4424,2377,5815,1477,1216,3027,2836,1839,1230
"sz",1,20141016,93248,10.08,1,1008,1,"S",10.08,10.07,10.06,10.05,10.04,10.09,10.1,10.11,10.12,10.13,558,4424,2377,5820,1477,1216,3027,2836,1839,684
"sz",1,20141016,93251,10.09,5,56048,56,"B",10.08,10.07,10.06,10.05,10.04,10.09,10.1,10.11,10.12,10.13,516,4424,2367,5820,1491,1271,3027,2836,1839,684
"sz",1,20141016,93254,10.09,9,96025,95,"B",10.08,10.07,10.06,10.05,10.04,10.09,10.1,10.11,10.12,10.13,691,4434,2367,5821,1540,1227,3027,2836,1841,684
"sz",1,20141016,93257,10.08,3,101808,101,"S",10.08,10.07,10.06,10.05,10.04,10.09,10.1,10.11,10.12,10.13,646,4395,2397,5821,1550,1230,3027,2736,1841,684
"sz",1,20141016,93300,10.09,11,180503,179,"B",10.08,10.07,10.06,10.05,10.04,10.09,10.1,10.11,10.12,10.13,1549,4395,2397,5821,1555,1159,3027,2736,1841,684
"sz",1,20141016,93303,10.09,9,91729,91,"B",10.08,10.07,10.06,10.05,10.04,10.09,10.1,10.11,10.12,10.13,1711,4395,2447,5821,1555,1208,3027,2736,1841,684
"sz",1,20141016,93306,10.09,31,539305,535,"B",10.08,10.07,10.06,10.05,10.04,10.09,10.1,10.11,10.12,10.13,1207,4395,2447,5821,1595,1189,3027,2686,1841,684
"sz",1,20141016,93309,10.09,8,210679,209,"B",10.08,10.07,10.06,10.05,10.04,10.09,10.1,10.11,10.12,10.13,1052,4405,2447,5821,1595,1181,3026,2686,1841,684
"sz",1,20141016,93312,10.09,13,293381,291,"B",10.08,10.07,10.06,10.05,10.04,10.09,10.1,10.11,10.12,10.13,939,4355,2450,5831,2495,1103,3026,2686,1841,684
"sz",1,20141016,93315,10.08,2,20160,20,"S",10.08,10.07,10.06,10.05,10.04,10.09,10.1,10.11,10.12,10.13,1049,4352,2450,5831,2495,1368,3026,2686,1841,684
"sz",1,20141016,93318,10.09,5,91789,91,"B",10.08,10.07,10.06,10.05,10.04,10.09,10.1,10.11,10.12,10.13,1049,4352,2550,5831,2495,1307,3026,2686,1841,684
"sz",1,20141016,93321,10.08,5,86875,86,"S",10.08,10.07,10.06,10.05,10.04,10.09,10.1,10.11,10.12,10.13,1029,4339,2550,5831,2495,1296,3026,2686,1841,694
"sz",1,20141016,93323,10.09,1,2018,2,"B",10.08,10.07,10.06,10.05,10.04,10.09,10.1,10.11,10.12,10.13,1047,4339,2551,5831,2495,1304,3026,2686,1841,594
"sz",1,20141016,93327,10.09,4,33274,33,"B",10.08,10.07,10.06,10.05,10.04,10.09,10.1,10.11,10.12,10.13,1232,4339,2551,5831,2495,1294,3030,2686,1781,594
"sz",1,20141016,93330,10.09,1,9081,9,"B",10.08,10.07,10.06,10.05,10.04,10.09,10.1,10.11,10.12,10.13,1747,4346,2551,5837,2495,1375,3020,2686,1681,594
"sz",1,20141016,93333,10.09,4,60540,60,"B",10.08,10.07,10.06,10.05,10.04,10.09,10.1,10.11,10.12,10.13,1777,4346,2551,5842,2495,1315,3020,2686,1681,594
"sz",1,20141016,93336,10.09,11,314697,312,"B",10.08,10.07,10.06,10.05,10.04,10.09,10.1,10.11,10.12,10.13,1713,4346,2571,5842,2495,1114,3020,2686,1691,594
"sz",1,20141016,93339,10.09,7,159422,158,"B",10.08,10.07,10.06,10.05,10.04,10.09,10.1,10.11,10.12,10.13,1779,4346,2582,5872,2495,965,3020,2686,1691,594
"sz",1,20141016,93342,10.08,3,55490,55,"S",10.08,10.07,10.06,10.05,10.04,10.09,10.1,10.11,10.12,10.13,1844,4356,2592,5872,2495,915,3020,2686,1691,594
"sz",1,20141016,93345,10.09,8,111312,111,"B",10.08,10.07,10.06,10.05,10.04,10.09,10.1,10.11,10.12,10.13,3064,4366,2592,5872,2497,885,3020,2686,1691,594
"sz",1,20141016,93348,10.09,10,499456,495,"B",10.08,10.07,10.06,10.05,10.04,10.09,10.1,10.11,10.12,10.13,3080,4366,2592,5872,2472,404,3020,2686,1691,594
"sz",1,20141016,93354,10.09,2,25940,25,"B",10.08,10.07,10.06,10.05,10.04,10.09,10.1,10.11,10.12,10.13,3144,4366,2482,5882,2453,398,3020,2686,1691,594
"sz",1,20141016,93357,10.09,5,107962,107,"B",10.08,10.07,10.06,10.05,10.04,10.09,10.1,10.11,10.12,10.13,3344,4366,2482,5882,2453,291,3020,2686,1691,594
"sz",1,20141016,93400,10.09,14,283510,281,"B",10.08,10.07,10.06,10.05,10.04,10.09,10.1,10.11,10.12,10.13,3332,4366,2532,5882,2453,30,3020,2686,1691,544
"sz",1,20141016,93403,10.09,5,61326,61,"B",10.09,10.08,10.07,10.06,10.05,10.1,10.11,10.12,10.13,10.14,540,3332,4366,2592,5882,3125,2686,1691,544,1053
"sz",1,20141016,93406,10.09,7,100900,100,"S",10.09,10.08,10.07,10.06,10.05,10.1,10.11,10.12,10.13,10.14,526,3323,4366,2611,5882,3125,2686,1691,544,1053
"sz",1,20141016,93408,10.09,13,95858,95,"S",10.09,10.08,10.07,10.06,10.05,10.1,10.11,10.12,10.13,10.14,204,3423,4366,2611,2282,3122,2686,1691,544,1053
"sz",1,20141016,93412,10.1,11,454500,450,"B",10.09,10.08,10.07,10.06,10.05,10.1,10.11,10.12,10.13,10.14,540,3532,4366,2631,2282,2672,2686,1691,544,1053
"sz",1,20141016,93415,10.1,9,68638,68,"B",10.09,10.08,10.07,10.06,10.05,10.1,10.11,10.12,10.13,10.14,540,3555,4350,2621,2282,2646,2186,1691,544,1108
"sz",1,20141016,93418,10.1,6,60548,60,"B",10.09,10.08,10.07,10.06,10.05,10.1,10.11,10.12,10.13,10.14,508,3595,4350,2621,2282,2738,2186,1691,544,1108
"sz",1,20141016,93421,10.09,2,9082,9,"S",10.09,10.08,10.07,10.06,10.05,10.1,10.11,10.12,10.13,10.14,523,4731,4350,2621,2282,2788,2186,1591,544,1108
"sz",1,20141016,93424,10.1,3,42388,42,"B",10.09,10.08,10.07,10.06,10.05,10.1,10.11,10.12,10.13,10.14,511,4742,4350,2621,2282,2778,2144,1591,544,1108
"sz",1,20141016,93433,10.1,1,3028,3,"B",10.09,10.08,10.07,10.06,10.05,10.1,10.11,10.12,10.13,10.14,1273,4539,4355,2631,2260,2825,2076,1591,544,1108
"sz",1,20141016,93436,10.1,4,129264,128,"B",10.09,10.08,10.07,10.06,10.05,10.1,10.11,10.12,10.13,10.14,1282,4539,4355,2636,2259,2715,2076,1591,544,1108
"sz",1,20141016,93439,10.1,5,105040,104,"B",10.09,10.08,10.07,10.06,10.05,10.1,10.11,10.12,10.13,10.14,1282,4567,4355,2639,2259,2611,2096,1591,544,1108
"sz",1,20141016,93442,10.09,11,104336,104,"S",10.09,10.08,10.07,10.06,10.05,10.1,10.11,10.12,10.13,10.14,1226,4617,4335,2639,2262,2605,2146,1591,544,1108
"sz",1,20141016,93445,10.09,6,174712,173,"S",10.09,10.08,10.07,10.06,10.05,10.1,10.11,10.12,10.13,10.14,1082,4617,4335,2639,2232,2581,2146,1581,544,1108
"sz",1,20141016,93447,10.1,3,52520,52,"B",10.09,10.08,10.07,10.06,10.05,10.1,10.11,10.12,10.13,10.14,1104,4617,4540,2639,2232,2449,2146,1581,1190,1108
"sz",1,20141016,93451,10.09,4,117084,116,"S",10.09,10.08,10.07,10.06,10.05,10.1,10.11,10.12,10.13,10.14,1068,4677,4540,2639,2238,2425,2146,1581,1190,1108
"sz",1,20141016,93454,10.1,6,55510,55,"B",10.09,10.08,10.07,10.06,10.05,10.1,10.11,10.12,10.13,10.14,1028,4677,4490,2575,2218,2410,2146,1581,1190,1107
"sz",1,20141016,93457,10.1,13,1028162,1018,"B",10.09,10.08,10.07,10.06,10.05,10.1,10.11,10.12,10.13,10.14,1032,4807,4483,2605,2238,1474,2146,1581,1190,1107
"sz",1,20141016,93500,10.1,6,56080,55,"B",10.09,10.08,10.07,10.06,10.05,10.1,10.11,10.12,10.13,10.14,1186,4830,4483,2605,2248,1546,2146,1581,1190,1107
"sz",1,20141016,93502,10.09,2,22218,22,"S",10.09,10.08,10.07,10.06,10.05,10.1,10.11,10.12,10.13,10.14,1242,4835,4483,2610,2248,1527,2146,1581,1185,1107
"sz",1,20141016,93506,10.1,18,132240,131,"B",10.09,10.08,10.07,10.06,10.05,10.1,10.11,10.12,10.13,10.14,1445,4847,4483,2610,2238,1485,2146,1581,1185,1107
"sz",1,20141016,93509,10.1,9,27270,27,"B",10.09,10.08,10.07,10.06,10.05,10.1,10.11,10.12,10.13,10.14,1465,4847,4483,2610,2238,1464,2146,1581,1185,1107
"sz",1,20141016,93512,10.1,6,31310,31,"B",10.09,10.08,10.07,10.06,10.05,10.1,10.11,10.12,10.13,10.14,1523,4942,4483,2634,2248,1433,2141,1581,1192,1107
"sz",1,20141016,93515,10.09,5,80750,80,"S",10.09,10.08,10.07,10.06,10.05,10.1,10.11,10.12,10.13,10.14,2453,4954,4483,2634,2248,1457,2131,1581,1192,1107
"sz",1,20141016,93518,10.1,8,283740,281,"B",10.09,10.08,10.07,10.06,10.05,10.1,10.11,10.12,10.13,10.14,2403,4954,4483,2634,2248,1735,2131,1581,1192,1107
"sz",1,20141016,93521,10.09,1,30270,30,"S",10.09,10.08,10.07,10.06,10.05,10.1,10.11,10.12,10.13,10.14,2388,4954,4483,2634,2248,1899,2137,1581,1210,1107
"sz",1,20141016,93524,10.1,13,564530,559,"B",10.09,10.08,10.07,10.06,10.05,10.1,10.11,10.12,10.13,10.14,2449,4954,4483,2621,2218,1431,2137,1581,1210,1107
"sz",1,20141016,93527,10.1,3,14140,14,"B",10.09,10.08,10.07,10.06,10.05,10.1,10.11,10.12,10.13,10.14,2468,4971,4483,2621,2228,1417,2137,1553,1210,1107
"sz",1,20141016,93530,10.09,7,127228,126,"S",10.09,10.08,10.07,10.06,10.05,10.1,10.11,10.12,10.13,10.14,2456,3991,4503,2621,2224,1323,2137,1553,1210,1107
"sz",1,20141016,93532,10.09,1,9082,9,"S",10.09,10.08,10.07,10.06,10.05,10.1,10.11,10.12,10.13,10.14,2477,3991,4503,2631,2224,1312,2137,1553,1210,1107
"sz",1,20141016,93536,10.1,3,9222,9,"B",10.09,10.08,10.07,10.06,10.05,10.1,10.11,10.12,10.13,10.14,2492,4021,4503,2631,2224,1303,2137,1553,1210,1107
"sz",1,20141016,93539,10.1,24,1045348,1035,"B",10.09,10.08,10.07,10.06,10.05,10.1,10.11,10.12,10.13,10.14,2615,4021,4503,2631,2224,280,2137,1553,1210,1107
"sz",1,20141016,93542,10.1,7,218016,216,"B",10.09,10.08,10.07,10.06,10.05,10.1,10.11,10.12,10.13,10.14,2471,4021,4503,2631,2194,208,2157,1553,1210,1107
"sz",1,20141016,93545,10.1,8,65044,65,"B",10.09,10.08,10.07,10.06,10.05,10.1,10.11,10.12,10.13,10.14,2581,4021,4503,2631,2209,195,2157,1553,1210,1107
"sz",1,20141016,93548,10.1,11,178752,177,"B",10.09,10.08,10.07,10.06,10.05,10.1,10.11,10.12,10.13,10.14,2517,4155,4503,2631,2209,36,2157,1553,1210,1107
"sz",1,20141016,93551,10.1,3,57004,56,"B",10.1,10.09,10.08,10.07,10.06,10.11,10.12,10.13,10.14,10.15,5,2542,4148,4503,2636,2157,1553,1210,1107,2063
"sz",1,20141016,93557,10.11,1,2024,2,"B",10.1,10.09,10.08,10.07,10.06,10.11,10.12,10.13,10.14,10.15,243,2543,4149,4503,2636,2155,1553,1210,1107,2063
"sz",1,20141016,93600,10.1,16,259568,257,"S",10.1,10.09,10.08,10.07,10.06,10.11,10.12,10.13,10.14,10.15,1047,2533,4252,4503,2636,2155,1553,1210,1107,2063
"sz",1,20141016,93603,10.1,7,107060,106,"S",10.1,10.09,10.08,10.07,10.06,10.11,10.12,10.13,10.14,10.15,965,2533,4239,4503,2636,2155,1553,1210,1067,2063
"sz",1,20141016,93606,10.11,6,27278,27,"B",10.1,10.09,10.08,10.07,10.06,10.11,10.12,10.13,10.14,10.15,1284,2533,4239,4513,2636,2148,1553,1210,1067,2063
"sz",1,20141016,93609,10.11,10,112130,111,"B",10.1,10.09,10.08,10.07,10.06,10.11,10.12,10.13,10.14,10.15,1202,2533,4249,4513,2636,2135,1553,1210,1067,2063
"sz",1,20141016,93612,10.11,7,9098,9,"B",10.1,10.09,10.08,10.07,10.06,10.11,10.12,10.13,10.14,10.15,1265,2533,4296,4513,2636,2096,1553,1210,1067,2063
"sz",1,20141016,93615,10.11,4,4044,4,"B",10.1,10.09,10.08,10.07,10.06,10.11,10.12,10.13,10.14,10.15,1296,2533,4246,4533,2636,2092,1553,1210,1067,2063
"sz",1,20141016,93617,10.11,1,1010,1,"B",10.1,10.09,10.08,10.07,10.06,10.11,10.12,10.13,10.14,10.15,1296,2583,4238,4533,2636,2091,1553,1210,1067,2063
"sz",1,20141016,93621,10.11,4,45496,45,"B",10.1,10.09,10.08,10.07,10.06,10.11,10.12,10.13,10.14,10.15,1326,2579,4238,4533,2636,1971,1315,1230,1067,2063
"sz",1,20141016,93624,10.1,11,980200,970,"S",10.1,10.09,10.08,10.07,10.06,10.11,10.12,10.13,10.14,10.15,906,2584,4238,4533,2636,1471,1315,1143,1067,2063
"sz",1,20141016,93626,10.11,1,10110,10,"B",10.1,10.09,10.08,10.07,10.06,10.11,10.12,10.13,10.14,10.15,906,2634,4241,4533,2636,1461,1315,1143,1067,2063
"sz",1,20141016,93633,10.1,4,126386,125,"S",10.1,10.09,10.08,10.07,10.06,10.11,10.12,10.13,10.14,10.15,1291,2374,4241,4533,2641,1506,1315,1143,1092,2063
"sz",1,20141016,93636,10.11,4,34374,34,"B",10.1,10.09,10.08,10.07,10.06,10.11,10.12,10.13,10.14,10.15,1399,2375,4256,4533,3161,1497,1315,1143,1092,2063
"sz",1,20141016,93641,10.1,26,1044986,1035,"S",10.1,10.09,10.08,10.07,10.06,10.11,10.12,10.13,10.14,10.15,341,2380,4207,4533,3066,1520,1315,1143,1087,2063
"sz",1,20141016,93645,10.1,3,151904,150,"S",10.1,10.09,10.08,10.07,10.06,10.11,10.12,10.13,10.14,10.15,213,2402,4185,4533,3066,1540,1315,1243,1177,2063
"sz",1,20141016,93648,10.11,2,106156,105,"B",10.1,10.09,10.08,10.07,10.06,10.11,10.12,10.13,10.14,10.15,329,2394,4185,4533,3066,1460,1325,1243,1177,2063
"sz",1,20141016,93651,10.11,3,20220,20,"B",10.1,10.09,10.08,10.07,10.06,10.11,10.12,10.13,10.14,10.15,403,2394,4232,4533,3063,1450,1325,1243,1177,2143
"sz",1,20141016,93653,10.11,11,446680,442,"B",10.1,10.09,10.08,10.07,10.06,10.11,10.12,10.13,10.14,10.15,384,2394,4232,4453,3063,1236,1325,1243,1177,2143
"sz",1,20141016,93657,10.11,3,23252,23,"B",10.1,10.09,10.08,10.07,10.06,10.11,10.12,10.13,10.14,10.15,1394,2394,4232,4324,3063,1286,1375,1243,1177,2143
"sz",1,20141016,93700,10.1,7,71768,71,"S",10.1,10.09,10.08,10.07,10.06,10.11,10.12,10.13,10.14,10.15,1514,2394,4232,4294,3063,1228,1375,1243,1177,2143
"sz",1,20141016,93703,10.1,18,908110,899,"S",10.1,10.09,10.08,10.07,10.06,10.11,10.12,10.13,10.14,10.15,739,2364,4232,4214,3063,1112,1375,1243,1177,2143
"sz",1,20141016,93706,10.11,9,117170,116,"B",10.1,10.09,10.08,10.07,10.06,10.11,10.12,10.13,10.14,10.15,648,2364,4232,4214,3063,1114,1375,1243,1177,2143
"sz",1,20141016,93709,10.11,6,53544,53,"B",10.1,10.09,10.08,10.07,10.06,10.11,10.12,10.13,10.14,10.15,627,2354,4302,4214,3063,1255,1375,1243,1197,2093
"sz",1,20141016,93712,10.11,10,226464,224,"B",10.1,10.09,10.08,10.07,10.06,10.11,10.12,10.13,10.14,10.15,608,2338,4304,4134,3696,1101,1375,1238,1197,2093
"sz",1,20141016,93715,10.1,2,131300,130,"S",10.1,10.09,10.08,10.07,10.06,10.11,10.12,10.13,10.14,10.15,574,2348,4324,4134,3696,1536,1375,1288,1297,2033
"sz",1,20141016,93718,10.11,3,96004,95,"B",10.1,10.09,10.08,10.07,10.06,10.11,10.12,10.13,10.14,10.15,534,2358,4324,4134,3661,1481,1375,1288,1335,2033
